fid,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
"498",G24000504915003,"24","005","491500","3","240054915003",Block Group 3,G5030,S,235850,0,"+39.3879715","-076.5686859",2080.53967089,235849.046355
"499",G24000504916001,"24","005","491600","1","240054916001",Block Group 1,G5030,S,430297,0,"+39.3994626","-076.5600011",2897.14351598,430297.48067
"500",G24000504916002,"24","005","491600","2","240054916002",Block Group 2,G5030,S,213131,0,"+39.3953152","-076.5597189",2069.11109379,213130.927873
"501",G24000504916003,"24","005","491600","3","240054916003",Block Group 3,G5030,S,231625,0,"+39.3918577","-076.5604451",2490.50851806,231623.923482
"502",G24000504917011,"24","005","491701","1","240054917011",Block Group 1,G5030,S,791063,0,"+39.4018278","-076.5375907",4591.72444635,791063.129694
"503",G24000504917012,"24","005","491701","2","240054917012",Block Group 2,G5030,S,582726,0,"+39.4040502","-076.5434362",5998.31023902,582725.547797
"504",G24000504917013,"24","005","491701","3","240054917013",Block Group 3,G5030,S,1614273,0,"+39.4075392","-076.5499310",6985.25652422,1614273.7965
"505",G24000504919001,"24","005","491900","1","240054919001",Block Group 1,G5030,S,526568,0,"+39.3943226","-076.5306437",3120.47083768,526565.080907
"506",G24000504919002,"24","005","491900","2","240054919002",Block Group 2,G5030,S,918077,0,"+39.3953612","-076.5407572",5355.0010774,918077.111508
"507",G24000504920011,"24","005","492001","1","240054920011",Block Group 1,G5030,S,638834,0,"+39.3938392","-076.5535341",3326.07111151,638833.75442
"508",G24000504920012,"24","005","492001","2","240054920012",Block Group 2,G5030,S,355697,0,"+39.3857634","-076.5560938",2908.80445416,355697.164456
"509",G24000504920021,"24","005","492002","1","240054920021",Block Group 1,G5030,S,394503,0,"+39.3925833","-076.5473387",2615.83592692,394501.645341
"510",G24000504920022,"24","005","492002","2","240054920022",Block Group 2,G5030,S,401687,0,"+39.3815154","-076.5519866",4002.23497323,401686.721835
"511",G24000504920023,"24","005","492002","3","240054920023",Block Group 3,G5030,S,340418,0,"+39.3838931","-076.5494627",2801.83337339,340418.347105
"512",G24000504920024,"24","005","492002","4","240054920024",Block Group 4,G5030,S,426803,0,"+39.3841096","-076.5459291",3971.40192479,426804.271005
"513",G24000504921011,"24","005","492101","1","240054921011",Block Group 1,G5030,S,529303,0,"+39.3885811","-076.5369802",3324.10000431,529302.654688
"514",G24000504921012,"24","005","492101","2","240054921012",Block Group 2,G5030,S,266429,0,"+39.3865522","-076.5414088",2177.50524115,266428.149146
"515",G24000504921013,"24","005","492101","3","240054921013",Block Group 3,G5030,S,293719,0,"+39.3827611","-076.5392545",2711.42796412,293720.247394
"516",G24000504921014,"24","005","492101","4","240054921014",Block Group 4,G5030,S,342951,0,"+39.3778951","-076.5424417",2550.45916848,342950.799875
"517",G24000504921021,"24","005","492102","1","240054921021",Block Group 1,G5030,S,310778,0,"+39.3739445","-076.5482401",2406.26161887,310777.779196
"518",G24000504921022,"24","005","492102","2","240054921022",Block Group 2,G5030,S,633557,0,"+39.3748846","-076.5573603",4379.06444972,633556.047761
"519",G24000504922001,"24","005","492200","1","240054922001",Block Group 1,G5030,S,1603706,0,"+39.4135302","-076.5189342",6373.18667023,1603706.12222
"520",G24000504922002,"24","005","492200","2","240054922002",Block Group 2,G5030,S,752466,0,"+39.3993074","-076.5267504",3845.65525096,752465.372712
"521",G24000504922003,"24","005","492200","3","240054922003",Block Group 3,G5030,S,402860,0,"+39.4042813","-076.5224421",2755.90032315,402860.25451
"522",G24000504923001,"24","005","492300","1","240054923001",Block Group 1,G5030,S,274968,0,"+39.3276194","-076.4603029",3899.25905319,274968.804351
"523",G24000504923002,"24","005","492300","2","240054923002",Block Group 2,G5030,S,938502,16046,"+39.3265597","-076.4486221",5760.88626042,938503.621418
"524",G24000504924011,"24","005","492401","1","240054924011",Block Group 1,G5030,S,952933,0,"+39.3868556","-076.8219061",4611.44347844,952933.891115
"525",G24000504924012,"24","005","492401","2","240054924012",Block Group 2,G5030,S,647238,9405,"+39.3940791","-076.8175762",3316.23701531,656642.67269
"526",G24000504924021,"24","005","492402","1","240054924021",Block Group 1,G5030,S,2176962,7343,"+39.3997598","-076.8153152",8990.63767946,2184303.00018
"527",G24000504924022,"24","005","492402","2","240054924022",Block Group 2,G5030,S,1016921,1990,"+39.4073251","-076.8074272",4664.19952552,1018913.5903
"528",G24000504925001,"24","005","492500","1","240054925001",Block Group 1,G5030,S,1833712,5681,"+39.2533558","-076.7117873",6755.92098073,1839395.61925
"529",G24000504925002,"24","005","492500","2","240054925002",Block Group 2,G5030,S,805274,0,"+39.2648553","-076.7206409",3973.6648531,805275.162782
"530",G24000504926001,"24","005","492600","1","240054926001",Block Group 1,G5030,S,1926752,0,"+39.4237836","-076.5171166",6425.35423679,1926752.97594
"531",G24000504926002,"24","005","492600","2","240054926002",Block Group 2,G5030,S,1326033,0,"+39.4168996","-076.5341683",5562.97404104,1326032.06878
"532",G24000504926003,"24","005","492600","3","240054926003",Block Group 3,G5030,S,1072457,0,"+39.4107407","-076.5288813",4371.57682295,1072455.97266
"533",G24000509800001,"24","005","980000","1","240059800001",Block Group 1,G5030,S,12380089,14838804,"+39.2186680","-076.4814625",29147.6584027,12748181.6615
"534",G24000509801001,"24","005","980100","1","240059801001",Block Group 1,G5030,S,1533531,214250,"+39.2359304","-076.6282385",5970.07354478,1747779.65826
"535",G24000509802001,"24","005","980200","1","240059802001",Block Group 1,G5030,S,2100509,248474,"+39.2276652","-076.6816917",7507.20243314,2348982.64968
"536",G24001305041002,"24","013","504100","2","240135041002",Block Group 2,G5030,S,10805799,184375,"+39.5180832","-076.8913280",17389.9660182,10990167.7106
"537",G24001305042014,"24","013","504201","4","240135042014",Block Group 4,G5030,S,11244431,1334935,"+39.4687122","-076.8981454",23782.6314569,12579370.0112
"538",G24001305042022,"24","013","504202","2","240135042022",Block Group 2,G5030,S,16325698,541383,"+39.4628439","-076.9201015",23246.3387588,16867083.1854
"539",G24001305051023,"24","013","505102","3","240135051023",Block Group 3,G5030,S,10883455,3743063,"+39.4149760","-076.8994209",24412.4692482,14626518.04
"540",G24001305052061,"24","013","505206","1","240135052061",Block Group 1,G5030,S,18588409,2378545,"+39.3736054","-076.9187527",33938.076489,20966957.0142
"541",G24001305062004,"24","013","506200","4","240135062004",Block Group 4,G5030,S,20194856,45400,"+39.6940050","-076.8170502",21272.2920903,20240247.7997
"542",G24001305081011,"24","013","508101","1","240135081011",Block Group 1,G5030,S,14123017,40020,"+39.6417063","-076.8245390",17975.9253106,14163035.911
"543",G24001305081013,"24","013","508101","3","240135081013",Block Group 3,G5030,S,4936362,6242,"+39.6128401","-076.8357626",9088.49667982,4942603.87484
"544",G24001305081021,"24","013","508102","1","240135081021",Block Group 1,G5030,S,1187537,3487,"+39.6017869","-076.8425855",5220.67992028,1191024.16702
"545",G24001305081022,"24","013","508102","2","240135081022",Block Group 2,G5030,S,1282429,2625,"+39.5929805","-076.8387908",6136.77393607,1285058.80222
"546",G24001305082003,"24","013","508200","3","240135082003",Block Group 3,G5030,S,17972959,117632,"+39.5635278","-076.8752593",23122.0594184,18090596.9372
"547",G24002503012011,"24","025","301201","1","240253012011",Block Group 1,G5030,S,7102442,17587,"+39.4603613","-076.3712871",13210.1225072,7120027.61806
"548",G24002503013012,"24","025","301301","2","240253013012",Block Group 2,G5030,S,4773654,1022,"+39.4344483","-076.3654842",9776.89286878,4774673.13196
"549",G24002503014014,"24","025","301401","4","240253014014",Block Group 4,G5030,S,1822810,1347140,"+39.3992887","-076.3568407",26859.2392194,2053159.47629
"550",G24002503033003,"24","025","303300","3","240253033003",Block Group 3,G5030,S,7246555,31457,"+39.5213825","-076.4387844",11824.1689622,7278011.24577
"551",G24002503033004,"24","025","303300","4","240253033004",Block Group 4,G5030,S,7325342,6436,"+39.4915256","-076.4203061",15488.9809967,7331779.84002
"552",G24002503034003,"24","025","303400","3","240253034003",Block Group 3,G5030,S,6253007,16977,"+39.4753358","-076.3848608",12279.1129953,6269978.02264
"553",G24002503042011,"24","025","304201","1","240253042011",Block Group 1,G5030,S,21776815,78224,"+39.6000009","-076.5324562",27231.8228097,21855042.1382
"554",G24002503042012,"24","025","304201","2","240253042012",Block Group 2,G5030,S,16553801,65778,"+39.5503055","-076.4959809",20328.0564237,16619581.7612
"555",G24002503042015,"24","025","304201","5","240253042015",Block Group 5,G5030,S,9078613,37172,"+39.5294639","-076.4682571",14097.4143886,9115785.41838
"556",G24002706011041,"24","027","601104","1","240276011041",Block Group 1,G5030,S,9831295,115433,"+39.2318882","-076.7465152",17349.9350599,9946728.20905
"557",G24002706012013,"24","027","601201","3","240276012013",Block Group 3,G5030,S,2189182,2518,"+39.2160214","-076.7192433",7400.57588062,2191699.59388
"558",G24002706012014,"24","027","601201","4","240276012014",Block Group 4,G5030,S,2151636,0,"+39.2095883","-076.7124153",7479.89776482,2151632.66267
"559",G24002706021001,"24","027","602100","1","240276021001",Block Group 1,G5030,S,2004448,0,"+39.3115024","-076.8597876",6915.39228369,2004447.8823
"560",G24002706021002,"24","027","602100","2","240276021002",Block Group 2,G5030,S,2420756,0,"+39.3060813","-076.8494202",8401.23533162,2420755.75843
"561",G24002706021005,"24","027","602100","5","240276021005",Block Group 5,G5030,S,4359684,0,"+39.3066625","-076.8094716",9315.21363458,4359683.33563
"562",G24002706026002,"24","027","602600","2","240276026002",Block Group 2,G5030,S,2836012,1079,"+39.2971163","-076.7987031",8800.58430767,2837093.12139
"563",G24002706027001,"24","027","602700","1","240276027001",Block Group 1,G5030,S,3468479,5942,"+39.2545729","-076.7830680",10255.4698518,3474420.91723
"564",G24002706028001,"24","027","602800","1","240276028001",Block Group 1,G5030,S,1585672,0,"+39.2730389","-076.8087944",7511.40799344,1585671.63546
"565",G24002706029002,"24","027","602900","2","240276029002",Block Group 2,G5030,S,2680175,0,"+39.2855490","-076.7927007",8961.88880336,2680174.98999
"566",G24002706030011,"24","027","603001","1","240276030011",Block Group 1,G5030,S,18958626,44227,"+39.3250303","-076.9065973",20528.5534339,19002851.4411
"567",G24002706030012,"24","027","603001","2","240276030012",Block Group 2,G5030,S,3842625,0,"+39.3187170","-076.8708704",8669.29082451,3842624.06373
"568",G24051000101001,"24","510","010100","1","245100101001",Block Group 1,G5030,S,111505,0,"+39.2832967","-076.5741864",1433.61605081,111504.734741
"569",G24051000101002,"24","510","010100","2","245100101002",Block Group 2,G5030,S,109263,0,"+39.2812810","-076.5740007",1470.45448723,109261.66649
"570",G24051000101003,"24","510","010100","3","245100101003",Block Group 3,G5030,S,172430,148387,"+39.2771827","-076.5737736",1867.98110271,172430.699452
"571",G24051000102001,"24","510","010200","1","245100102001",Block Group 1,G5030,S,68870,0,"+39.2905859","-076.5727600",1245.9961201,68871.1115579
"572",G24051000102002,"24","510","010200","2","245100102002",Block Group 2,G5030,S,55855,0,"+39.2864204","-076.5722519",1154.67324451,55853.8557623
"573",G24051000102003,"24","510","010200","3","245100102003",Block Group 3,G5030,S,83356,0,"+39.2853068","-076.5750361",1186.77479671,83356.1112717
"574",G24051000102004,"24","510","010200","4","245100102004",Block Group 4,G5030,S,147084,0,"+39.2891209","-076.5746817",1817.18335415,147084.142912
"575",G24051000103001,"24","510","010300","1","245100103001",Block Group 1,G5030,S,557928,10498,"+39.2875095","-076.5787256",3474.02872876,568423.515595
"576",G24051000103002,"24","510","010300","2","245100103002",Block Group 2,G5030,S,115955,0,"+39.2846106","-076.5819784",1338.11270415,115953.154709
"577",G24051000104001,"24","510","010400","1","245100104001",Block Group 1,G5030,S,157478,0,"+39.2814738","-076.5791713",1777.76684505,157477.831456
"578",G24051000104002,"24","510","010400","2","245100104002",Block Group 2,G5030,S,216266,558487,"+39.2781675","-076.5795274",4089.81269841,216264.916209
"579",G24051000105001,"24","510","010500","1","245100105001",Block Group 1,G5030,S,78168,0,"+39.2902371","-076.5861548",1341.73530831,78167.600204
"580",G24051000105002,"24","510","010500","2","245100105002",Block Group 2,G5030,S,77075,0,"+39.2874927","-076.5856192",1286.23238238,77074.7913325
"581",G24051000201001,"24","510","020100","1","245100201001",Block Group 1,G5030,S,67146,0,"+39.2906048","-076.5888769",1037.76055258,67146.3950371
"582",G24051000201002,"24","510","020100","2","245100201002",Block Group 2,G5030,S,107390,0,"+39.2876247","-076.5887057",1342.47244776,107388.719201
"583",G24051000202001,"24","510","020200","1","245100202001",Block Group 1,G5030,S,76158,0,"+39.2904616","-076.5921337",1106.92032177,76158.6029659
"584",G24051000202002,"24","510","020200","2","245100202002",Block Group 2,G5030,S,121401,0,"+39.2874903","-076.5919648",1413.5910228,121401.096287
"585",G24051000203001,"24","510","020300","1","245100203001",Block Group 1,G5030,S,129161,0,"+39.2846947","-076.5902649",1589.81929474,129163.447867
"586",G24051000203002,"24","510","020300","2","245100203002",Block Group 2,G5030,S,357101,194127,"+39.2807700","-076.5968563",3641.15414124,357100.673849
"587",G24051000203003,"24","510","020300","3","245100203003",Block Group 3,G5030,S,176510,189939,"+39.2804315","-076.5897675",3232.02587799,176510.485057
"588",G24051000301001,"24","510","030100","1","245100301001",Block Group 1,G5030,S,262731,0,"+39.2878813","-076.5965600",2061.40080237,262730.249488
"589",G24051000301002,"24","510","030100","2","245100301002",Block Group 2,G5030,S,164919,0,"+39.2918434","-076.5966033",1657.15031933,164918.570181
"590",G24051000302001,"24","510","030200","1","245100302001",Block Group 1,G5030,S,271334,2926,"+39.2894298","-076.6030828",2295.21519964,274261.404455
"591",G24051000302002,"24","510","030200","2","245100302002",Block Group 2,G5030,S,233750,87561,"+39.2837433","-076.6011316",3202.82716506,233748.508196
"592",G24051000401001,"24","510","040100","1","245100401001",Block Group 1,G5030,S,813442,1430,"+39.2892695","-076.6127050",4531.20647269,814875.857417
"593",G24051000401002,"24","510","040100","2","245100401002",Block Group 2,G5030,S,377560,0,"+39.2921797","-076.6189372",2464.56322222,377559.498662
"594",G24051000402001,"24","510","040200","1","245100402001",Block Group 1,G5030,S,435698,0,"+39.2903223","-076.6250565",2828.79548073,435697.843449
"595",G24051000601001,"24","510","060100","1","245100601001",Block Group 1,G5030,S,70815,0,"+39.2958951","-076.5741596",1064.1401508,70816.4780199
"596",G24051000601002,"24","510","060100","2","245100601002",Block Group 2,G5030,S,72009,0,"+39.2935171","-076.5740367",1073.18514365,72008.3923238
"597",G24051000601003,"24","510","060100","3","245100601003",Block Group 3,G5030,S,48597,0,"+39.2934182","-076.5766474",901.022941535,48597.0195356
"598",G24051000601004,"24","510","060100","4","245100601004",Block Group 4,G5030,S,47298,0,"+39.2957927","-076.5767963",887.041129981,47296.8459114
"599",G24051000602001,"24","510","060200","1","245100602001",Block Group 1,G5030,S,47741,0,"+39.2956972","-076.5789175",880.050841873,47740.9817223
"600",G24051000602002,"24","510","060200","2","245100602002",Block Group 2,G5030,S,48857,0,"+39.2933453","-076.5787613",908.680314353,48855.6495012
"601",G24051000602003,"24","510","060200","3","245100602003",Block Group 3,G5030,S,49442,0,"+39.2932545","-076.5808817",907.289676465,49441.8618633
"602",G24051000602004,"24","510","060200","4","245100602004",Block Group 4,G5030,S,65052,0,"+39.2943488","-076.5827361",1306.84676646,65052.1165849
"603",G24051000602005,"24","510","060200","5","245100602005",Block Group 5,G5030,S,46644,0,"+39.2956270","-076.5810458",878.032859627,46644.1651556
"604",G24051000603001,"24","510","060300","1","245100603001",Block Group 1,G5030,S,91718,0,"+39.2954485","-076.5855833",1228.17734034,91719.166308
